Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/897/745/GCA_001897745.1_genomic.fna.gz	0.0166	0.0139	96.72	0.210	96.09-97.25	0.152	0.13-0.19	1	1.085	970/18866	90.87	131	MKUH01000001.1 MAG: Candidatus Accumulibacter sp. 66-26 scnpilot_expt_750_p_scaffold_104, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/552/525/GCA_900552525.1_genomic.fna.gz	0.0166	0.0071	96.00	0.209	94.85-96.73	0.152	0.12-0.21	1	1.135	392/9597	90.20	145	UNSK01000001.1 Candidatus Gastranaerophilales bacterium isolate UMGS1517 genome assembly, contig: NODE_4_length_190731_cov_7.743895, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/197/815/GCF_002197815.1_genomic.fna.gz	0.0166	0.0153	98.40	0.209	97.96-98.86	0.152	0.13-0.17	1	1.147	1818/20652	92.46	351	NZ_NIUB01000001.1 Pseudomonas oleovorans subsp. oleovorans strain DSM 1045 PSOLE_contig000001, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/425/455/GCA_023425455.1_genomic.fna.gz	0.0165	0.0105	98.07	0.209	97.50-98.57	0.152	0.12-0.19	1	1.165	1130/14288	92.14	851	JAFACP010000057.1 MAG: Proteobacteria bacterium isolate OH_SBB_50 k127_1004727, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/538/475/GCA_900538475.1_genomic.fna.gz	0.0165	0.0096	96.84	0.209	95.94-97.44	0.151	0.12-0.20	1	1.087	701/13190	90.97	282	UPYT01000001.1 uncultured Clostridium sp. isolate UMGS34 genome assembly, contig: NODE_3_length_366558_cov_10.7446, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/151/045/GCF_025151045.1_genomic.fna.gz	0.0165	0.0149	96.84	0.208	96.12-97.42	0.151	0.12-0.18	1	1.077	1072/20233	90.96	1229	NZ_CP102285.1 Parabacteroides johnsonii DSM 18315 chromosome, complete genome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/149/245/GCA_934149245.1_genomic.fna.gz	0.0165	0.0046	96.34	0.208	95.03-97.24	0.151	0.10-0.23	1	1.070	285/6325	90.48	18	CAKPER010000001.1 MAG: uncultured Bacilli bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_16_1621.346 genome assembly, contig: Hadza_MoBio_hadza-A-D_D_16_1621__NODE_687_length_105071_cov_26.844524, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/789/675/GCF_018789675.1_genomic.fna.gz	0.0164	0.0103	96.73	0.206	96.01-97.47	0.150	0.11-0.19	1	1.203	718/14060	90.85	127	NZ_JAHKBE010000100.1 Hallella faecis strain CLA-AA-H145 NODE_100_length_3617_cov_304.460977, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/547/225/GCA_900547225.1_genomic.fna.gz	0.0163	0.0035	96.83	0.205	95.46-98.18	0.149	0.09-0.21	1	1.133	249/4771	90.91	434	URFW01000001.1 uncultured Tenericutes bacterium isolate UMGS957 genome assembly, contig: NODE_28_length_213531_cov_7.124294, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/567/195/GCF_025567195.1_genomic.fna.gz	0.0162	0.0105	96.08	0.205	95.05-96.72	0.149	0.12-0.20	1	1.162	594/14520	90.20	770	NZ_JAOQJF010000001.1 Alitiscatomonas aceti strain f_CCE .18048_1_85.1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/022/009/975/GCA_022009975.1_genomic.fna.gz	0.0161	0.0083	95.89	0.204	94.93-96.80	0.148	0.11-0.20	1	1.103	426/11151	90.00	321	CP091733.1 MAG: Phocaeicola vulgatus isolate nC29_bin.31.fa chromosome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/538/135/GCA_003538135.1_genomic.fna.gz	0.0160	0.0066	96.28	0.203	95.13-97.21	0.147	0.10-0.22	1	1.136	404/9369	90.36	192	DPOR01000002.1 MAG TPA_asm: Oscillospiraceae bacterium isolate UBA11809 contig_1031, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/544/605/GCA_900544605.1_genomic.fna.gz	0.0160	0.0032	96.50	0.202	95.37-97.85	0.147	0.10-0.21	1	1.221	213/4612	90.56	55	UQVP01000001.1 uncultured Tenericutes bacterium isolate UMGS688 genome assembly, contig: NODE_20_length_113374_cov_18.896558, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/117/105/GCA_019117105.1_genomic.fna.gz	0.0160	0.0060	98.87	0.202	98.20-99.58	0.147	0.11-0.18	1	1.095	842/8596	92.78	10	DXAH01000005.1 MAG TPA_asm: Candidatus Duodenibacillus intestinigallinarum isolate CHK1-2119 CHK1__C10031_L6478_SAMEA104467480, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/204/035/GCF_000204035.1_genomic.fna.gz	0.0159	0.0103	96.51	0.201	95.74-97.25	0.146	0.11-0.19	1	1.085	648/14038	90.55	48	NZ_GL883082.1 Brevundimonas diminuta ATCC 11568 BDIM_scaffold00001, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/027/116/575/GCF_027116575.1_genomic.fna.gz	0.0159	0.0069	97.42	0.200	96.58-98.07	0.145	0.11-0.19	1	1.068	590/9599	91.40	2	NZ_CP098252.1 Oxalobacter sp. JAC-2022 strain Va3 chromosome, complete genome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/155/365/GCF_900155365.1_genomic.fna.gz	0.0158	0.0057	95.98	0.200	94.66-97.25	0.145	0.09-0.22	1	1.068	310/7991	90.05	297	NZ_LT699729.1 Collinsella bouchesdurhonensis strain Marseille-P3296, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/421/315/GCA_019421315.1_genomic.fna.gz	0.0158	0.0057	96.24	0.200	95.14-96.94	0.145	0.11-0.22	1	1.090	344/8179	90.28	4	JAHZFN010000001.1 MAG: Peptococcaceae bacterium isolate HRGM_Genome_2929 HRGM_Genome_2929_1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/556/295/GCA_900556295.1_genomic.fna.gz	0.0158	0.0049	95.06	0.199	93.65-96.61	0.144	0.08-0.23	1	1.242	198/6931	89.16	123	USOK01000001.1 uncultured bacterium isolate UMGS1924 genome assembly, contig: NODE_379_length_42080_cov_3.850399, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/004/556/345/GCA_004556345.1_genomic.fna.gz	0.0156	0.0056	98.42	0.197	97.76-99.36	0.143	0.10-0.18	1	1.081	680/8180	92.29	147	SFHQ01000011.1 MAG: Clostridiales bacterium isolate W1P12.009 Contig101, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/937/872/065/GCA_937872065.1_genomic.fna.gz	0.0156	0.0076	97.91	0.197	97.14-98.55	0.143	0.11-0.19	1	1.069	781/11035	91.81	6	CALMRA010000001.1 MAG TPA_asm: uncultured Eubacteriaceae bacterium isolate SRR8859111_bin.91_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1645187.9936, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/925/905/GCF_002925905.1_genomic.fna.gz	0.0156	0.0184	97.95	0.197	97.51-98.38	0.143	0.12-0.16	1	1.158	1879/25814	91.90	1224	NZ_PRDB01000030.1 Klebsiella michiganensis strain DSM 25444 map unlocalized plasmid unnamed1 contig_30, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/544/615/GCA_900544615.1_genomic.fna.gz	0.0156	0.0065	97.65	0.196	96.85-98.53	0.143	0.11-0.18	1	1.215	618/9511	91.56	665	UQVS01000001.1 uncultured Oscillibacter sp. isolate UMGS683 genome assembly, contig: NODE_28_length_163767_cov_7.432119, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/553/635/GCA_900553635.1_genomic.fna.gz	0.0154	0.0071	95.85	0.195	94.75-96.89	0.142	0.10-0.20	1	1.074	379/10441	89.86	293	USDU01000001.1 uncultured Lachnospiraceae bacterium isolate UMGS1628 genome assembly, contig: NODE_456_length_40199_cov_4.160472, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/024/235/615/GCF_024235615.1_genomic.fna.gz	0.0154	0.0118	95.03	0.195	94.05-95.96	0.142	0.10-0.19	1	1.095	474/17078	89.08	929	NZ_JACKMB010000001.1 MAG: Thauera sp. isolate HK-STAS-PROT-107 HK-STAS-PROT-107_1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/539/175/GCA_900539175.1_genomic.fna.gz	0.0154	0.0119	95.97	0.195	95.17-96.67	0.141	0.11-0.18	1	1.114	649/17215	89.97	568	UQAW01000001.1 uncultured Lachnospiraceae bacterium isolate UMGS96 genome assembly, contig: NODE_1_length_122750_cov_7.03172, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/385/105/GCF_014385105.1_genomic.fna.gz	0.0154	0.0077	96.35	0.194	95.38-97.19	0.141	0.10-0.19	1	1.078	472/11114	90.31	247	NZ_JACRTE010000001.1 Qingrenia yutianensis strain NSJ-50 M32_ctg0001, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/514/385/GCA_003514385.1_genomic.fna.gz	0.0153	0.0061	97.34	0.193	96.26-98.22	0.140	0.10-0.19	1	1.077	521/8959	91.23	38	DOQR01000005.1 MAG TPA_asm: Oscillospiraceae bacterium isolate UBA11447 contig_1984, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/222/615/GCF_002222615.2_genomic.fna.gz	0.0153	0.0134	98.23	0.193	97.70-98.76	0.140	0.12-0.17	1	1.084	1506/19603	92.06	53	NZ_CP022412.2 Bacteroides caccae strain ATCC 43185 chromosome, complete genome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/015/732/285/GCF_015732285.1_genomic.fna.gz	0.0153	0.0085	96.08	0.193	95.02-96.89	0.140	0.10-0.19	1	1.081	496/12692	90.07	14	NZ_WIQU01000009.1 Pectinatus frisingensis strain MB174 PFRB_1.1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/010/093/385/GCF_010093385.1_genomic.fna.gz	0.0152	0.0115	97.15	0.192	96.41-97.79	0.140	0.11-0.18	1	1.136	924/16934	91.04	49	NZ_PDWV01000100.1 Pseudoxanthomonas mexicana strain DSM 17121 NODE_100_length_3974_cov_13.0741, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/548/145/GCA_900548145.1_genomic.fna.gz	0.0152	0.0078	98.28	0.192	97.62-98.93	0.139	0.11-0.17	1	1.078	908/11678	92.09	44	URJB01000001.1 uncultured Clostridiales bacterium isolate UMGS1048 genome assembly, contig: NODE_4_length_326627_cov_7.666527, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/477/405/GCA_003477405.1_genomic.fna.gz	0.0152	0.0087	96.41	0.192	95.61-97.27	0.139	0.10-0.18	1	1.237	569/13185	90.36	333	QUDE01000001.1 Ruminococcaceae bacterium AM07-15 AM07-15.Scaf1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/210/055/GCF_000210055.1_genomic.fna.gz	0.0151	0.0104	96.69	0.190	95.72-97.41	0.138	0.10-0.19	1	1.068	681/14631	90.58	444	NC_021021.1 Gordonibacter pamelaeae 7-10-1-b, complete sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/045/675/GCF_001045675.1_genomic.fna.gz	0.0150	0.0092	95.79	0.189	94.91-96.58	0.137	0.10-0.18	1	1.174	470/13609	89.71	54	NZ_LEKT01000001.1 Megasphaera cerevisiae DSM 20462 scaffold_0, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/540/005/GCA_900540005.1_genomic.fna.gz	0.0149	0.0072	96.79	0.188	95.81-97.48	0.137	0.10-0.19	1	1.072	517/10857	90.65	99	UQEM01000001.1 uncultured Ruminococcus sp. isolate UMGS200 genome assembly, contig: NODE_48_length_48066_cov_6.971840, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/366/675/GCA_018366675.1_genomic.fna.gz	0.0149	0.0058	95.47	0.188	94.20-96.83	0.137	0.09-0.22	1	1.096	270/8721	89.40	969	JAGZHQ010000167.1 MAG: Streptococcus parasanguinis isolate L3_129_093G1_dasL3_129_093G1_concoct_22 L3_129_093G1_scaffold_10046, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/932/335/GCF_009932335.1_genomic.fna.gz	0.0149	0.0169	96.85	0.188	96.27-97.39	0.136	0.11-0.16	1	1.140	1242/25610	90.70	485	NZ_BLJF01000001.1 Pseudomonas asiatica strain RYU5 RYU5_unitig_0, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/024/655/635/GCF_024655635.1_genomic.fna.gz	0.0148	0.0147	96.23	0.187	95.50-96.86	0.136	0.11-0.17	1	1.071	900/22817	90.10	52	NZ_JANLGI010000010.1 Bosea sp. 47.2.35 NODE_10_length_183064_cov_132.561710, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/552/845/GCA_900552845.1_genomic.fna.gz	0.0148	0.0049	97.17	0.187	96.38-98.37	0.136	0.09-0.18	1	1.135	393/7349	90.99	263	USBC01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS1551 genome assembly, contig: NODE_465_length_47985_cov_3.551662, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/144/995/GCF_025144995.1_genomic.fna.gz	0.0148	0.0081	97.04	0.186	96.11-97.88	0.135	0.10-0.18	1	1.070	617/12086	90.85	13	NZ_CP102250.1 Alistipes indistinctus YIT 12060 chromosome, complete genome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/287/815/GCF_014287815.1_genomic.fna.gz	0.0148	0.0076	98.41	0.186	97.66-98.98	0.135	0.10-0.17	1	1.117	927/11752	92.13	62	NZ_JACOOQ010000001.1 Clostridium lentum strain NSJ-42 M4_ctg001, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/918/045/GCF_018918045.1_genomic.fna.gz	0.0147	0.0069	96.10	0.186	94.91-96.99	0.135	0.10-0.20	1	1.119	405/10721	89.97	407	NZ_JAHLPU010000070.1 Pseudoflavonifractor sp. MSJ-30 Wk-30_ctg0004, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/214/155/GCA_905214155.1_genomic.fna.gz	0.0145	0.0049	96.06	0.184	94.89-96.90	0.133	0.09-0.20	1	1.091	275/7501	89.88	309	CAJMLC010000001.1 TPA_asm: uncultured bacterium isolate ERR1430500-bin.65 genome assembly, contig: NODE_1146_length_34739_cov_7.777938, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/277/655/GCA_934277655.1_genomic.fna.gz	0.0145	0.0062	95.95	0.184	94.66-97.17	0.133	0.08-0.19	1	1.088	340/9606	89.78	134	CAKQVC010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_D_23_RAJ0016YZ.144 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_D_23_RAJ0016YZ__NODE_2003_length_26656_cov_21.507656, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/567/495/GCF_025567495.1_genomic.fna.gz	0.0145	0.0082	97.28	0.184	96.29-98.03	0.133	0.10-0.18	1	1.065	689/12689	91.03	126	NZ_JAOQJZ010000001.1 Hominimerdicola aceti strain Sanger_31 .14207_7_17.1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/735/435/GCF_000735435.1_genomic.fna.gz	0.0145	0.0157	96.57	0.183	95.92-97.19	0.133	0.10-0.16	1	1.109	1058/24525	90.36	2538	NZ_JMPP01000001.1 Raoultella planticola ATCC 33531 GRPL.assembly.01, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/060/215/GCA_018060215.1_genomic.fna.gz	0.0145	0.0063	95.42	0.183	94.24-96.76	0.133	0.09-0.19	1	1.079	290/9768	89.27	59	JAGOWL010000084.1 MAG: Pseudoxanthomonas sp. isolate Gw_Inlet_bin_167 Gw_Inlet_10016_length_10230_cov_17.882213, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/567/565/GCF_025567565.1_genomic.fna.gz	0.0144	0.0085	96.22	0.182	95.32-97.04	0.132	0.10-0.18	1	1.105	507/13204	90.02	418	NZ_JAOQKF010000001.1 Muriventricola aceti strain H5_61 .14207_7_60.1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/435/595/GCA_000435595.1_genomic.fna.gz	0.0144	0.0080	96.11	0.182	94.98-97.17	0.132	0.09-0.19	1	1.083	470/12674	89.92	55	FR895339.1 Firmicutes bacterium CAG:882 genomic scaffold, scf4, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/545/805/GCA_900545805.1_genomic.fna.gz	0.0144	0.0047	97.99	0.182	97.22-98.95	0.132	0.09-0.17	1	1.104	492/7300	91.67	60	URAL01000001.1 uncultured Clostridiales bacterium isolate UMGS815 genome assembly, contig: NODE_21_length_111320_cov_24.254438, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/544/255/GCA_900544255.1_genomic.fna.gz	0.0144	0.0061	95.92	0.182	94.70-97.43	0.132	0.08-0.20	1	1.062	323/9306	89.73	29	UQUM01000001.1 uncultured Sutterella sp. isolate UMGS655 genome assembly, contig: NODE_66_length_117545_cov_8.646125, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/553/805/GCA_900553805.1_genomic.fna.gz	0.0143	0.0056	97.48	0.181	96.27-98.21	0.131	0.10-0.20	1	1.073	506/8872	91.17	122	USEU01000001.1 uncultured Clostridiales bacterium isolate UMGS1651 genome assembly, contig: NODE_58_length_127987_cov_18.148086, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/205/855/GCA_905205855.1_genomic.fna.gz	0.0143	0.0059	98.12	0.181	97.31-98.83	0.131	0.10-0.17	1	1.077	637/9115	91.77	13	CAJLFL010000001.1 MAG TPA_asm: uncultured Clostridiales bacterium isolate ERR1430432-bin.57 genome assembly, contig: NODE_1139_length_41653_cov_5.874706, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/017/995/345/GCF_017995345.1_genomic.fna.gz	0.0143	0.0080	97.26	0.180	96.39-97.95	0.131	0.10-0.17	1	1.070	671/12674	90.96	15	NZ_JAGOJA010000035.1 MAG: Flavobacterium sp. isolate Go_SlPrim_bin_22 Go_SlPrim_1018_length_25413_cov_56.916357, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/436/975/GCA_000436975.1_genomic.fna.gz	0.0142	0.0030	97.13	0.180	95.82-98.76	0.130	0.07-0.20	1	1.061	245/4841	90.82	27	HG000321.1 Clostridium sp. CAG:1000 genomic scaffold, scf3, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/431/515/GCA_000431515.1_genomic.fna.gz	0.0142	0.0067	97.53	0.179	96.57-98.12	0.130	0.10-0.17	1	1.085	609/10586	91.20	49	HF991279.1 Clostridium sp. CAG:632 genomic scaffold, scf2, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/315/195/GCF_003315195.1_genomic.fna.gz	0.0142	0.0079	96.04	0.179	94.95-97.05	0.130	0.09-0.19	1	1.074	444/12490	89.80	30	NZ_QNRV01000001.1 Sutterella wadsworthensis strain DSM 14016 Ga0244527_101, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/916/065/GCA_001916065.1_genomic.fna.gz	0.0141	0.0041	96.00	0.178	94.61-97.80	0.130	0.07-0.20	1	1.078	232/6620	89.75	66	MNRS01000021.1 MAG: Clostridium sp. 28_17 Ley3_66761_scaffold_1021, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/158/195/GCF_000158195.2_genomic.fna.gz	0.0141	0.0072	97.45	0.178	96.62-98.22	0.129	0.10-0.17	1	1.091	634/11391	91.10	15	NZ_GL987987.1 Fusobacterium mortiferum ATCC 9817 supercont2.1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/436/075/GCA_000436075.1_genomic.fna.gz	0.0141	0.0050	98.37	0.178	97.57-99.35	0.129	0.09-0.16	1	1.074	598/8051	91.96	33	FR884565.1 Eggerthella sp. CAG:209 genomic scaffold, scf6, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/916/055/GCA_001916055.1_genomic.fna.gz	0.0140	0.0040	96.71	0.177	95.56-97.71	0.129	0.09-0.19	1	1.095	284/6491	90.40	53	MNRR01000017.1 MAG: Clostridium sp. 28_12 Ley3_66761_scaffold_10414, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/385/395/GCF_003385395.1_genomic.fna.gz	0.0140	0.0101	97.41	0.176	96.51-98.14	0.128	0.10-0.17	1	1.127	869/15938	91.04	42	NZ_QNUG01000001.1 Epilithonimonas hispanica strain KCTC 22104 CONTIG0001, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/150/225/GCA_003150225.1_genomic.fna.gz	0.0139	0.0039	96.19	0.175	94.84-97.70	0.127	0.07-0.19	1	1.060	217/5915	89.89	5	QAND01000021.1 MAG: Bacillota bacterium isolate CIM:MAG 959 contig_110950, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/131/695/GCF_014131695.1_genomic.fna.gz	0.0139	0.0086	99.47	0.175	98.96-99.95	0.127	0.11-0.15	1	1.077	1448/13977	92.95	2	NZ_CP036346.1 Thomasclavelia ramosa DSM 1402 chromosome, complete genome
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/675/285/GCF_001675285.1_genomic.fna.gz	0.0138	0.0113	95.77	0.174	94.77-96.56	0.126	0.09-0.17	1	1.068	592/18668	89.46	769	NZ_LSGQ01000001.1 Elizabethkingia miricola strain GTC_862 3c, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/163/655/GCF_900163655.1_genomic.fna.gz	0.0137	0.0079	96.87	0.172	95.83-97.69	0.125	0.09-0.17	1	1.074	581/12925	90.48	64	NZ_FWFG01000117.1 Brachybacterium nesterenkovii strain CIP104813, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/378/005/GCF_000378005.1_genomic.fna.gz	0.0136	0.0037	98.45	0.172	97.55-99.31	0.125	0.09-0.16	1	1.072	446/6033	91.94	0	NZ_KB899040.1 Coprothermobacter platensis DSM 11748 D890DRAFT_scaffold00001.1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/054/915/GCA_018054915.1_genomic.fna.gz	0.0136	0.0039	99.44	0.171	98.64-100.13	0.125	0.10-0.16	1	1.090	636/6331	92.86	0	JAGPIR010000214.1 MAG: Brachymonas sp. isolate Gw_UH_bin_125 Gw_UH_100017_length_3003_cov_6.570932, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/695/545/GCF_009695545.1_genomic.fna.gz	0.0136	0.0143	95.81	0.171	95.02-96.56	0.124	0.09-0.16	1	1.071	756/23806	89.47	138	NZ_VUNS01000001.1 Victivallis lenta strain BBE-744-WT-12 seq1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/443/165/GCF_000443165.1_genomic.fna.gz	0.0135	0.0107	96.33	0.171	95.44-96.94	0.124	0.10-0.16	1	1.172	675/17981	89.95	260	NZ_ATJV01000001.1 Thauera terpenica 58Eu Cont1, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/546/285/GCA_900546285.1_genomic.fna.gz	0.0135	0.0049	95.07	0.170	93.57-96.55	0.124	0.07-0.20	1	1.082	207/8332	88.76	228	URCJ01000001.1 uncultured Solobacterium sp. isolate UMGS869 genome assembly, contig: NODE_26_length_119219_cov_4.016893, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/055/925/GCA_018055925.1_genomic.fna.gz	0.0134	0.0101	96.67	0.170	95.82-97.34	0.123	0.10-0.16	1	1.106	688/16569	90.25	30	JAGPGQ010000351.1 MAG: Micropruina sp. isolate Gw_UH_bin_154 Gw_UH_100761_length_2991_cov_7.732193, whole genome shotgun sequence
../data/temp/barcode92.fastq.gz	gtdb_genomes_reps_r220/database/GCF/012/911/605/GCF_012911605.1_genomic.fna.gz	0.0134	0.0076	95.68	0.169	94.42-96.81	0.123	0.09-0.18	1	1.075	385/12813	89.31	25	NZ_JAAMPT010000192.1 Flavobacterium solisilvae strain SE-s27 1001, whole genome shotgun sequence
