Contig_name	barcode01_MA_DS9_Crowfoot.fastq	barcode02_MA_DS9_Crowfoot.fastq	barcode03_MA_DS9_Crowfoot.fastq	barcode04_MA_DS9_Crowfoot.fastq	barcode05_MA_DS9_Crowfoot.fastq	barcode06_MA_DS9_Crowfoot.fastq	barcode07_MA_DS9_Crowfoot.fastq	barcode09_MA_DS9_Crowfoot.fastq	barcode10_MA_DS9_Crowfoot.fastq	barcode11_MA_DS9_Crowfoot.fastq	barcode12_MA_DS9_Crowfoot.fastq	barcode13_MA_DS9_Crowfoot.fastq	barcode18_1405Gb.fastq	barcode19_1405Gb.fastq	barcode20_1405Gb.fastq	barcode21_1405Gb.fastq	barcode22_1405Gb.fastq	barcode23_1405Gb.fastq	barcode24_1405Gb.fastq	barcode01_final_combined.fastq	barcode02_final_combined.fastq	barcode03_final_combined.fastq	barcode04_final_combined.fastq	barcode05_final_combined.fastq	barcode06_final_combined.fastq	barcode07_final_combined.fastq	barcode08_final_combined.fastq	barcode09_final_combined.fastq	barcode10_final_combined.fastq	barcode11_final_combined.fastq	barcode12_final_combined.fastq	barcode13_final_combined.fastq	barcode14_final_combined.fastq	17_set_barcode01.fastq	17_set_barcode02.fastq	17_set_barcode03.fastq	17_set_barcode04.fastq	17_set_barcode05.fastq	17_set_barcode06.fastq	17_set_barcode07.fastq	17_set_barcode08.fastq	17_set_barcode09.fastq
JAEWAD010000175.1 MAG: Proteobacteria bacterium isolate OH_PBB_198 k127_100417, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1237	980	225	0	0	0
NZ_CP097298.1 Brevundimonas albigilva strain KEME 9005-016 chromosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_QFVS01000100.1 Kurthia zopfii strain ATCC 33403 NODE_100_length_1048_cov_0.717698, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNGK01000023.1 Sphingobacterium mizutaii strain DSM 11724, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	280	185	0	0	0	0	0	0	0	0	0	0	456	905	0	0	0	0
NZ_JAPKMZ010000001.1 Alcaligenes nematophilus strain A-TC2 Strain2_2a_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_ML708610.1 Kocuria coralli strain SCSIO 13007 Scaffold1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FRBR01000052.1 Roseovarius pacificus strain DSM 29589, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP017671.1 Providencia rettgeri strain RB151 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP023667.1 Alcaligenes faecalis strain DSM 30030 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1304	182	0	1131	407	648	0	0	0
JAGZZN010000008.1 MAG: Streptococcus parasanguinis isolate L3_060_000G1_dasL3_060_000G1_metabat.metabat.86_sub L3_060_000G1_scaffold_1002, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	174	618	0	0	0	106	0	0	0	0	0	0	0
NC_013441.1 Gordonia bronchialis DSM 43247, complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAERJP010000010.1 Tatumella sp. JGM91 scaffold10_size119258, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUAW01000001.1 Furfurilactobacillus rossiae DSM 15814 G400DRAFT_scaffold00001.1_C, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQST01000001.1 uncultured Prevotellaceae bacterium isolate UMGS608 genome assembly, contig: NODE_3_length_185014_cov_24.597933, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	1005	0	0	0	0
NZ_JQBM01000001.1 Weissella viridescens strain DSM 20410 Scaffold1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANRJQ010000001.1 MAG: uncultured Clostridia bacterium isolate Lapin-022__bin19 genome assembly, contig: Lapin-022__NODE_68_length_156767_cov_3.769500, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAALDN010000100.1 Dietzia maris strain IMV 195T NODE_100_lenth_1414, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP130831.1 Stenotrophomonas sp. 704A1 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_QETB01000001.1 Ancrocorticia populi strain sk1b4 Scaffold1_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_BJOB01000001.1 Kurthia gibsonii strain NBRC 15534 sequence001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JHAL01000001.1 Bifidobacterium crudilactis strain LMG 23609 Contig1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JQMX01000001.1 Carnobacterium maltaromaticum DSM 20342 strain MX5 BR77DRAFT_scf7180000000010_quiver_dupTrim_1232.1_C, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP022390.1 Alcaligenes aquatilis strain BU33N chromosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JANIKO010000001.1 Corynebacterium phoceense strain 70QC2O2 234874_70QC2O2_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JACFAK010000010.1 Flaviflexus huanghaiensis strain CICC 10486 Scaffold10_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP101134.1 Sphingobacterium sp. LZ7M1 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CAMLHC010000001.1 MAG: uncultured Chitinophaga sp. isolate SRR10754057_bin.13_metawrap_v1.3.0_MAG ERZ12633351_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQZH01000001.1 uncultured Collinsella sp. isolate UMGS784 genome assembly, contig: NODE_152_length_90112_cov_10.695026, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1692	3350	0	3379	10043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URAD01000001.1 uncultured Collinsella sp. isolate UMGS806 genome assembly, contig: NODE_5_length_128693_cov_19.225027, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1410	0	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USGM01000001.1 uncultured Lachnospiraceae bacterium isolate UMGS1691 genome assembly, contig: NODE_32_length_89023_cov_3.260060, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1215	513	464	439	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAAGCE010000001.1 MAG TPA_asm: Ruminococcaceae bacterium, isolate HGM13314, WGS project CAAGCE010000000 data, contig: SRS476098_23_k119_205, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134	439	416	714	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALKMA010000001.1 MAG TPA_asm: uncultured Faecalibacterium sp. isolate ERR912026_bin.77_CONCOCT_v1.1_MAG genome assembly, contig: ERZ826106.902, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	338	222	236	802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKTRJ010000001.1 MAG: uncultured Oscillospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_A_9_1509.37 genome assembly, contig: Hadza_MoBio_C-REDO_A_9_1509__NODE_188_length_112659_cov_9.838607, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	602	433	629	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFHK01000039.1 MAG: Clostridiales bacterium isolate W1P1.020 Contig1031, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	1001	582	758	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKTMF010000001.1 MAG: uncultured Oscillospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180.190 genome assembly, contig: Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180__NODE_55_length_270381_cov_11.830232, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	224	165	190	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USEU01000001.1 uncultured Clostridiales bacterium isolate UMGS1651 genome assembly, contig: NODE_58_length_127987_cov_18.148086, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	371	232	434	646	118	151	0	105	123	109	0	0	0	0	0	0	0	0	0	0	0	0
UQDL01000001.1 uncultured Anaerotruncus sp. isolate UMGS177 genome assembly, contig: NODE_1_length_396928_cov_67.590718, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	5294	4270	4971	0	450	447	579	210	317	279	538	0	0	0	0	0	0	0	0	0	0	0
CAJJKJ010000001.1 MAG TPA_asm: uncultured Clostridiales bacterium isolate ERR1430432-bin.14 genome assembly, contig: NODE_441_length_77904_cov_393.306298, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	236	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAKDIK010000218.1 MAG: Propionibacteriaceae bacterium isolate 23_S37 23_S37_NODE_1004_length_4933_cov_4.812833, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQWT01000001.1 uncultured Bacteroidales bacterium isolate UMGS715 genome assembly, contig: NODE_138_length_82273_cov_60.790562, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_LUJK01000001.1 MAG: Limnobacter sp. CACIAM 66H1 scaffold00038, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	195	57	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JACHFM010000001.1 Amaricoccus macauensis strain DSM 101730 Ga0415368_01, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836	767	468	444	652	1015	927	907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIEK01000093.1 MAG TPA_asm: Candidatus Omnitrophica bacterium UBA5776 UBA5776_contig_100521, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
CAKOWZ010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_E_9_1560.52 genome assembly, contig: Hadza_MoBio_C-REDO_E_9_1560__NODE_9_length_328811_cov_20.037112, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	92	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_SDMQ01000010.1 Propioniciclava sinopodophylli strain KCTC 33808 10_123839_38.9677, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	336	0	325	0	630	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AMXF01000001.1 Thauera phenylacetica B4P Cont1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807	0	0	530	0	0	0	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAOQJI010000001.1 Phocaeicola fibrisolvens strain Sanger_21 .13470_2_64.1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_LT992502.1 Enterobacter bugandensis isolate EB-247 chromosome I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	587	0	472	2814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JH604835.1 Sutterella parvirubra YIT 11816 Scfld0, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	228	0	202	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USFB01000001.1 uncultured bacterium isolate UMGS1664 genome assembly, contig: NODE_20_length_131706_cov_4.409598, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0
NZ_CP022413.2 Blautia hansenii DSM 20583 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	215	288	332	439	4585	2906	3163	1256	1186	1236	5343	0	0	0	0	0	0	0	0	0	0	0
USQY01000001.1 uncultured Clostridium sp. isolate UMGS1995 genome assembly, contig: NODE_117_length_103211_cov_5.937115, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OMSS01000227.1 uncultured bacterium isolate RUG841 genome assembly, contig: scaffold_50928, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	132	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP085935.1 Collinsella stercoris DSM 13279 strain FDAARGOS_1572 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	202	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAIUPN010000001.1 MAG: Proteobacteria bacterium isolate SPHING1 3300009517-bin.38~Ga0102832_1000006, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	0	0	812	806	900	0	0	331	0	0	0	0	0	0	0	0	0	363	0	0
CAADYP010000001.1 MAG TPA_asm: Clostridia bacterium, isolate HGM11342, WGS project CAADYP010000000 data, contig: ERS396355_2_k85_819, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP011530.1 Mycobacteroides immunogenum strain CCUG 47286 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	0	86	0	0	0	336	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USMI01000001.1 uncultured Clostridiales bacterium isolate UMGS1859 genome assembly, contig: NODE_127_length_74944_cov_21.301994, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKRFN010000001.1 MAG: uncultured Eubacterium sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_P_16_2361.9 genome assembly, contig: Hadza_MoBio_hadza-I-L_P_16_2361__NODE_17_length_355577_cov_8.173229, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJLTZ010000001.1 MAG TPA_asm: uncultured Muribaculaceae bacterium isolate ERR2013636-bin.45 genome assembly, contig: NODE_359_length_64255_cov_17.435312, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	2803	1936	2386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKTG01000001.1 MAG: Burkholderiales bacterium 68-10 SCNpilot_bf_inoc_scaffold_1004, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	444	733	679	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP017195.1 Lactococcus paracarnosus strain TMW 2.1615 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	213	108	141	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEUNU010000196.1 MAG: Zoogloea sp. isolate new MAG-181 k141_1003914, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FQWI01000025.1 Pectobacterium carotovorum strain DSM 30168, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JACCPY010000010.1 Sphaerotilus sulfidivorans strain D-501 NODE_10_length_120899_cov_95.477478, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	462	401	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONTV01000216.1 uncultured Lentisphaerae bacterium isolate RUG632 genome assembly, contig: scaffold_42577, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	3514	1550	2273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAIULA010000039.1 Ligilactobacillus ubinensis strain WILCCON 0076 map unlocalized plasmid unnamed NODE_39_length_8358_cov_2045.934187, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	60	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0
NZ_BNCL01000001.1 Paracoccus aerius strain KCTC 42845 sequence001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	453	572	712	746	795	637	0	0	0	0	0	0	0	0	0	0	0	0
CAKPDR010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber-Hadza-Nepal_C_23_7024.117 genome assembly, contig: Pilot_MoBio_Fiber-Hadza-Nepal_C_23_7024__NODE_132_length_237457_cov_20.019648, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0
CAKSFP010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_15_2475.39 genome assembly, contig: Hadza_MoBio_hadza-I-L_I_15_2475__NODE_54_length_199298_cov_6.682363, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAPUEM010000001.1 MAG: Propionicimonas sp. isolate labscale reactor_MAG25 NODE_1043_length_31456_cov_60.710423, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEXRB010000329.1 MAG: Proteobacteria bacterium isolate OH_HBrB_243 k127_1003174, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKSPR010000001.1 MAG: uncultured Eubacteriales bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_14_1640.257 genome assembly, contig: Hadza_PheChl_Fiber-Hadza-Nepal_A_14_1640__NODE_383_length_113831_cov_5.794082, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	73	97	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAAGKL010000001.1 MAG TPA_asm: Clostridia bacterium, isolate HGM11525, WGS project CAAGKL010000000 data, contig: SRS476302_133_k119_2867, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	227	56	45	543	497	342	204	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015612.1 Stenotrophomonas maltophilia strain OUC_Est10 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_QSDY01000001.1 Veillonella sp. AM51-8BH AM51-8BH.Scaf1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_LSJS01000001.1 Erythrobacter donghaensis strain CCH17-B8 CCH17-B8_contig1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USJJ01000001.1 uncultured Ruminococcus sp. isolate UMGS1778 genome assembly, contig: NODE_1347_length_22718_cov_2.871376, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	64	0	145	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAFL01000001.1 MAG: Paracoccus denitrificans isolate S2_012_000_R3_94 S2_012_000_R3_scaffold_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKOMW010000001.1 MAG: uncultured Bacilli bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_23_1587.36 genome assembly, contig: Hadza_MoBio_hadza-A-D_B_23_1587__NODE_6_length_539481_cov_48.924945, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHABC010000020.1 MAG: Ruminococcus sp. isolate L3_072_000M1_dasL3_072_000M1_metabat.metabat.45 L3_072_000M1_scaffold_1192, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGZKI010000072.1 MAG: Streptococcus parasanguinis isolate L3_133_029G1_dasL3_133_029G1_maxbin2.maxbin.008sta_sub L3_133_029G1_scaffold_1028, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAAGEP010000001.1 MAG TPA_asm: Alphaproteobacteria bacterium, isolate HGM16788, WGS project CAAGEP010000000 data, contig: SRS476164_70_k119_1144, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
